mass,value,walk_type,metric,dc_scaling,source,upper,lower,predicted_value
10000.0,2988207.975,BM,MFCT,Constant,Raw,,,
10000.0,3331356.234,BM,MFCT,Constant,Raw,,,
10000.0,3325277.178,BM,MFCT,Constant,Raw,,,
10000.0,3344794.779,BM,MFCT,Constant,Raw,,,
10000.0,3167559.576,BM,MFCT,Constant,Raw,,,
10000.0,3101813.734,BM,MFCT,Constant,Raw,,,
10000.0,3331573.351,BM,MFCT,Constant,Raw,,,
10000.0,3321612.989,BM,MFCT,Constant,Raw,,,
10000.0,3545040.108,BM,MFCT,Constant,Raw,,,
10000.0,3573669.266,BM,MFCT,Constant,Raw,,,
10000.0,3251005.145,BM,MFCT,Constant,Raw,,,
10000.0,3245532.917,BM,MFCT,Constant,Raw,,,
10000.0,3079113.386,BM,MFCT,Constant,Raw,,,
10000.0,3232910.138,BM,MFCT,Constant,Raw,,,
10000.0,3384521.405,BM,MFCT,Constant,Raw,,,
10000.0,3382122.006,BM,MFCT,Constant,Raw,,,
10000.0,3282660.707,BM,MFCT,Constant,Raw,,,
10000.0,3312526.116,BM,MFCT,Constant,Raw,,,
10000.0,3569283.466,BM,MFCT,Constant,Raw,,,
10000.0,3246434.215,BM,MFCT,Constant,Raw,,,
10000.0,3428257.598,BM,MFCT,Constant,Raw,,,
10000.0,3176035.132,BM,MFCT,Constant,Raw,,,
10000.0,3444012.846,BM,MFCT,Constant,Raw,,,
10000.0,3155707.355,BM,MFCT,Constant,Raw,,,
10000.0,3289799.329,BM,MFCT,Constant,Raw,,,
10000.0,3255002.932,BM,MFCT,Constant,Raw,,,
10000.0,3635760.967,BM,MFCT,Constant,Raw,,,
10000.0,3505496.169,BM,MFCT,Constant,Raw,,,
10000.0,3312555.424,BM,MFCT,Constant,Raw,,,
10000.0,3440440.18,BM,MFCT,Constant,Raw,,,
10000.0,3326202.986,BM,MFCT,Constant,Raw,,,
10000.0,2960371.878,BM,MFCT,Constant,Raw,,,
10000.0,3184136.518,BM,MFCT,Constant,Raw,,,
10000.0,3360283.148,BM,MFCT,Constant,Raw,,,
10000.0,3426698.884,BM,MFCT,Constant,Raw,,,
10000.0,3268291.89,BM,MFCT,Constant,Raw,,,
10000.0,3341649.105,BM,MFCT,Constant,Raw,,,
10000.0,3217238.388,BM,MFCT,Constant,Raw,,,
10000.0,2905645.591,BM,MFCT,Constant,Raw,,,
10000.0,3185289.014,BM,MFCT,Constant,Raw,,,
10000.0,3219071.258,BM,MFCT,Constant,Raw,,,
10000.0,3303840.161,BM,MFCT,Constant,Raw,,,
10000.0,3353522.417,BM,MFCT,Constant,Raw,,,
10000.0,3366608.343,BM,MFCT,Constant,Raw,,,
10000.0,3460680.029,BM,MFCT,Constant,Raw,,,
10000.0,3626750.169,BM,MFCT,Constant,Raw,,,
10000.0,3080548.965,BM,MFCT,Constant,Raw,,,
10000.0,3358423.99,BM,MFCT,Constant,Raw,,,
10000.0,3410667.339,BM,MFCT,Constant,Raw,,,
10000.0,3153257.808,BM,MFCT,Constant,Raw,,,
10000.0,3144744.749,BM,MFCT,Constant,Raw,,,
10000.0,3256676.571,BM,MFCT,Constant,Raw,,,
10000.0,3315409.105,BM,MFCT,Constant,Raw,,,
10000.0,3189858.731,BM,MFCT,Constant,Raw,,,
10000.0,3338904.479,BM,MFCT,Constant,Raw,,,
10000.0,3203042.871,BM,MFCT,Constant,Raw,,,
10000.0,3268020.124,BM,MFCT,Constant,Raw,,,
10000.0,3047602.741,BM,MFCT,Constant,Raw,,,
10000.0,3356432.086,BM,MFCT,Constant,Raw,,,
10000.0,3439417.358,BM,MFCT,Constant,Raw,,,
10000.0,3207854.331,BM,MFCT,Constant,Raw,,,
10000.0,3084182.399,BM,MFCT,Constant,Raw,,,
10000.0,3374678.763,BM,MFCT,Constant,Raw,,,
10000.0,3124301.073,BM,MFCT,Constant,Raw,,,
10000.0,3367499.787,BM,MFCT,Constant,Raw,,,
10000.0,3438054.797,BM,MFCT,Constant,Raw,,,
10000.0,3485091.005,BM,MFCT,Constant,Raw,,,
10000.0,3215274.948,BM,MFCT,Constant,Raw,,,
10000.0,3446248.623,BM,MFCT,Constant,Raw,,,
10000.0,3424698.051,BM,MFCT,Constant,Raw,,,
10000.0,3220333.324,BM,MFCT,Constant,Raw,,,
100000.0,13051757.76,BM,MFCT,Constant,Raw,,,
100000.0,12590109.11,BM,MFCT,Constant,Raw,,,
100000.0,13362475.1,BM,MFCT,Constant,Raw,,,
100000.0,13166060.4,BM,MFCT,Constant,Raw,,,
100000.0,12600686.04,BM,MFCT,Constant,Raw,,,
100000.0,12838339.44,BM,MFCT,Constant,Raw,,,
100000.0,13441435.92,BM,MFCT,Constant,Raw,,,
100000.0,12969056.6,BM,MFCT,Constant,Raw,,,
100000.0,13095844.68,BM,MFCT,Constant,Raw,,,
100000.0,13309147.85,BM,MFCT,Constant,Raw,,,
100000.0,12761327.94,BM,MFCT,Constant,Raw,,,
100000.0,13302684.92,BM,MFCT,Constant,Raw,,,
100000.0,13425218.58,BM,MFCT,Constant,Raw,,,
100000.0,13130202.55,BM,MFCT,Constant,Raw,,,
100000.0,12738332.73,BM,MFCT,Constant,Raw,,,
100000.0,13294150.45,BM,MFCT,Constant,Raw,,,
100000.0,13135856.55,BM,MFCT,Constant,Raw,,,
100000.0,12543503.81,BM,MFCT,Constant,Raw,,,
100000.0,13047507.59,BM,MFCT,Constant,Raw,,,
100000.0,13121608.77,BM,MFCT,Constant,Raw,,,
100000.0,12866989.67,BM,MFCT,Constant,Raw,,,
100000.0,12641481.6,BM,MFCT,Constant,Raw,,,
100000.0,13418546.47,BM,MFCT,Constant,Raw,,,
100000.0,13238350.85,BM,MFCT,Constant,Raw,,,
100000.0,12771582.75,BM,MFCT,Constant,Raw,,,
100000.0,13055716.28,BM,MFCT,Constant,Raw,,,
100000.0,13693220.63,BM,MFCT,Constant,Raw,,,
100000.0,12858565.85,BM,MFCT,Constant,Raw,,,
100000.0,12873226.72,BM,MFCT,Constant,Raw,,,
100000.0,13306633.02,BM,MFCT,Constant,Raw,,,
100000.0,13715665.89,BM,MFCT,Constant,Raw,,,
100000.0,12947275.53,BM,MFCT,Constant,Raw,,,
100000.0,12782079.32,BM,MFCT,Constant,Raw,,,
100000.0,13519611.91,BM,MFCT,Constant,Raw,,,
100000.0,12946312.94,BM,MFCT,Constant,Raw,,,
100000.0,13419775.12,BM,MFCT,Constant,Raw,,,
100000.0,13182109.16,BM,MFCT,Constant,Raw,,,
100000.0,13362651.79,BM,MFCT,Constant,Raw,,,
100000.0,13231465.3,BM,MFCT,Constant,Raw,,,
100000.0,13442514.46,BM,MFCT,Constant,Raw,,,
100000.0,12742694.98,BM,MFCT,Constant,Raw,,,
100000.0,13550477.79,BM,MFCT,Constant,Raw,,,
100000.0,13480247.26,BM,MFCT,Constant,Raw,,,
100000.0,13324131.85,BM,MFCT,Constant,Raw,,,
100000.0,13576760.56,BM,MFCT,Constant,Raw,,,
100000.0,13041447.45,BM,MFCT,Constant,Raw,,,
100000.0,12233735.73,BM,MFCT,Constant,Raw,,,
100000.0,13120277.01,BM,MFCT,Constant,Raw,,,
100000.0,13346739.79,BM,MFCT,Constant,Raw,,,
100000.0,13501582.1,BM,MFCT,Constant,Raw,,,
100000.0,13082287.94,BM,MFCT,Constant,Raw,,,
100000.0,13057865.42,BM,MFCT,Constant,Raw,,,
100000.0,13123786.74,BM,MFCT,Constant,Raw,,,
100000.0,13510118.08,BM,MFCT,Constant,Raw,,,
100000.0,13309055.02,BM,MFCT,Constant,Raw,,,
100000.0,13065155.32,BM,MFCT,Constant,Raw,,,
100000.0,13005196.24,BM,MFCT,Constant,Raw,,,
100000.0,12848844.45,BM,MFCT,Constant,Raw,,,
100000.0,13205716.13,BM,MFCT,Constant,Raw,,,
100000.0,12950862.94,BM,MFCT,Constant,Raw,,,
100000.0,13104108.87,BM,MFCT,Constant,Raw,,,
100000.0,12508964.11,BM,MFCT,Constant,Raw,,,
100000.0,12782693.1,BM,MFCT,Constant,Raw,,,
100000.0,12779793.5,BM,MFCT,Constant,Raw,,,
100000.0,12800806.1,BM,MFCT,Constant,Raw,,,
100000.0,12783183.85,BM,MFCT,Constant,Raw,,,
100000.0,13254754.32,BM,MFCT,Constant,Raw,,,
100000.0,13259554.84,BM,MFCT,Constant,Raw,,,
100000.0,13224133.09,BM,MFCT,Constant,Raw,,,
100000.0,12899995.27,BM,MFCT,Constant,Raw,,,
100000.0,12772996.78,BM,MFCT,Constant,Raw,,,
100000.0,12819718.91,BM,MFCT,Constant,Raw,,,
100000.0,13285018.12,BM,MFCT,Constant,Raw,,,
100000.0,13272022.64,BM,MFCT,Constant,Raw,,,
100000.0,13009024.42,BM,MFCT,Constant,Raw,,,
100000.0,13183984.69,BM,MFCT,Constant,Raw,,,
100000.0,12994387.95,BM,MFCT,Constant,Raw,,,
100000.0,12886948.53,BM,MFCT,Constant,Raw,,,
100000.0,13593136.29,BM,MFCT,Constant,Raw,,,
100000.0,12714138.61,BM,MFCT,Constant,Raw,,,
100000.0,12940057.68,BM,MFCT,Constant,Raw,,,
100000.0,13093376.49,BM,MFCT,Constant,Raw,,,
100000.0,13145021.64,BM,MFCT,Constant,Raw,,,
100000.0,12939599.66,BM,MFCT,Constant,Raw,,,
100000.0,13509512.29,BM,MFCT,Constant,Raw,,,
100000.0,13818878.94,BM,MFCT,Constant,Raw,,,
100000.0,12757781.66,BM,MFCT,Constant,Raw,,,
100000.0,13223080.7,BM,MFCT,Constant,Raw,,,
100000.0,13009644.81,BM,MFCT,Constant,Raw,,,
100000.0,12372969.82,BM,MFCT,Constant,Raw,,,
100000.0,12819890.95,BM,MFCT,Constant,Raw,,,
100000.0,13134432.63,BM,MFCT,Constant,Raw,,,
100000.0,13081213.7,BM,MFCT,Constant,Raw,,,
100000.0,13652593.7,BM,MFCT,Constant,Raw,,,
100000.0,12651482.81,BM,MFCT,Constant,Raw,,,
100000.0,13250702.5,BM,MFCT,Constant,Raw,,,
100000.0,13316614.7,BM,MFCT,Constant,Raw,,,
100000.0,13261179.66,BM,MFCT,Constant,Raw,,,
100000.0,13286163.99,BM,MFCT,Constant,Raw,,,
100000.0,13700518.93,BM,MFCT,Constant,Raw,,,
10.0,680.6832049470752,CRW,,,fit,9332.92453259633,,614.7846574215804
10.974987654930562,697.5824392595304,CRW,,,fit,9543.05970345716,,627.4610571608474
12.045035402587823,714.6094427602707,CRW,,,fit,9757.218869984676,,640.1374569001151
13.219411484660288,731.7649817169221,CRW,,,fit,9975.47309879575,,652.8138566393815
14.508287784959395,749.0498265436033,CRW,,,fit,10197.894651926652,,665.4902563786487
15.922827933410922,766.4647518220924,CRW,,,fit,10424.557006297,,678.1666561179161
17.47528400007684,784.010536323095,CRW,,,fit,10655.534873483404,,690.843055857183
19.179102616724887,801.6879630276185,CRW,,,fit,10890.904219807295,,703.5194555964503
21.049041445120206,819.497819148449,CRW,,,fit,11130.742286742478,,716.1958553357173
23.101297000831604,837.4408961517418,CRW,,,fit,11375.127611646618,,728.8722550749839
25.353644939701113,855.5179897787036,CRW,,,fit,11624.140048822574,,741.5486548142512
27.825594022071243,873.7299000673963,CRW,,,fit,11877.86079091395,,754.2250545535182
30.538555088334157,892.07743137464,CRW,,,fit,12136.372390640667,,766.9014542927855
33.516026509388425,910.5613923980205,CRW,,,fit,12399.758782879437,,779.5778540320529
36.783797718286344,929.1825961980128,CRW,,,fit,12668.105307094876,,792.2542537713201
40.37017258596554,947.9418602202101,CRW,,,fit,12941.49873012645,,804.9306535105866
44.30621457583882,966.8400063176606,CRW,,,fit,13220.027269336979,,817.6070532498538
48.62601580065353,985.8778607733121,CRW,,,fit,13503.780616128275,,830.2834529891211
53.3669923120631,1005.0562543225712,CRW,,,fit,13792.849959829624,,842.9598527283879
58.570208180566674,1024.3760221759758,CRW,,,fit,14087.32801196488,,855.6362524676549
64.28073117284322,1043.8380040419663,CRW,,,fit,14387.309030904395,1.1892489629221827,868.3126522069224
70.54802310718645,1063.44304414978,CRW,,,fit,14692.888846907097,3.3732160243621716,880.9890519461893
77.4263682681127,1083.19199127246,CRW,,,fit,15004.164887559742,5.533245212093896,893.6654516854567
84.97534359086447,1103.0856987499608,CRW,,,fit,15321.236203618399,7.6695331132357625,906.341851424724
93.26033468832199,1123.1250245123886,CRW,,,fit,15644.203495259786,9.782274880195438,919.0182511639904
102.35310218990269,1143.3108311033357,CRW,,,fit,15973.16913874731,11.871664240485286,931.6946509032583
112.33240329780277,1163.6439857033442,CRW,,,fit,16308.237213519697,13.93789350647296,944.3710506425249
123.28467394420659,1184.1253601534772,CRW,,,fit,16649.513529707896,15.981153585068414,957.0474503817919
135.30477745798075,1204.7558309790093,CRW,,,fit,16997.1056560869,18.001633987346786,969.723850121059
148.4968262254465,1225.5362794132268,CRW,,,fit,17351.12294847022,19.999522838108337,982.4002498603261
162.97508346206433,1246.4675914213503,CRW,,,fit,17711.676578552422,21.9750068853756,995.0766495995925
178.8649529057435,1267.5506577245774,CRW,,,fit,18078.879563208062,23.928271509827905,1007.7530493388596
196.30406500402725,1288.786373824237,CRW,,,fit,18452.84679425334,25.859500734173974,1020.4294490781275
215.44346900318845,1310.1756400260572,CRW,,,fit,18833.69506867772,27.768877232462938,1033.1058488173942
236.4489412645407,1331.7193614645678,CRW,,,fit,19221.543119353148,29.65658233933402,1045.7822485566612
259.5024211399737,1353.4184481276125,CRW,,,fit,19616.51164622815,31.522796059205458,1058.458648295929
284.8035868435802,1375.273814880978,CRW,,,fit,20018.723348014162,33.367697075402816,1071.1350480351964
312.5715849688235,1397.286381493141,CRW,,,fit,20428.302954371964,35.19146275922746,1083.8114477744623
343.04692863149194,1419.4570726601662,CRW,,,fit,20845.377258605735,36.9942691789652,1096.4878475137298
376.49358067924715,1441.7868180306762,CRW,,,fit,21270.07515087325,38.77629110883549,1109.1642472529973
413.20124001153386,1464.2765522309849,CRW,,,fit,21702.52765191909,40.537702037882056,1121.8406469922638
453.4878508128582,1486.927214890337,CRW,,,fit,22142.867947340394,42.27867417880465,1134.5170467315306
497.7023564332114,1509.7397506662771,CRW,,,fit,22591.231422391982,43.99937847673277,1147.1934464707983
546.2277217684342,1532.715109270129,CRW,,,fit,23047.755697340537,45.699984617941645,1159.8698462100656
599.4842503189409,1555.8542454926162,CRW,,,fit,23512.58066337526,47.38066103851055,1172.5462459493317
657.9332246575682,1579.158119229611,CRW,,,fit,23985.84851908465,49.041574932924355,1185.2226456885999
722.0809018385471,1602.6276955079773,CRW,,,fit,24467.703807507074,50.68289226261811,1197.899045427866
792.4828983539178,1626.2639445115847,CRW,,,fit,24958.293453765036,52.30477776446543,1210.575445167134
869.7490026177834,1650.0678416074147,CRW,,,fit,25457.766803291735,53.907394959211004,1223.2518449063998
954.5484566618347,1674.0403673718151,CRW,,,fit,25966.275660659016,55.49090615984724,1235.9282446456673
1047.615752789665,1698.1825076168661,CRW,,,fit,26483.97432901604,57.05547247993566,1248.6046443849352
1149.7569953977368,1722.4952534168933,CRW,,,fit,27011.019650148846,58.60125384187391,1261.2810441242023
1261.856883066021,1746.9796011350957,CRW,,,fit,27547.571045168865,60.128408985107214,1273.9574438634688
1384.886371393873,1771.6365524503142,CRW,,,fit,28093.790555842035,61.63709547428684,1286.6338436027363
1519.9110829529347,1796.4671143839166,CRW,,,fit,28649.842886567105,63.12746970737353,1299.310243342003
1668.100537200059,1821.4722993268392,CRW,,,fit,29215.895447013158,64.59968692368831,1311.9866430812697
1830.7382802953698,1846.6531250667304,CRW,,,fit,29792.11839542811,66.05390121190965,1324.663042820537
2009.2330025650479,1872.0106148152452,CRW,,,fit,30378.684682626033,67.49026551801794,1337.3394425598044
2205.1307399030457,1897.545797235474,CRW,,,fit,30975.77009666636,68.90893165318744,1350.0158422990721
2420.1282647943835,1923.259706469499,CRW,,,fit,31583.553308234135,70.31005030162622,1362.692242038339
2656.0877829466867,1949.1533821660735,CRW,,,fit,32202.21591673201,71.693771028364,1375.3686417776055
2915.0530628251786,1975.2278695084758,CRW,,,fit,32831.942497096854,73.06024228698868,1388.0450415168727
3199.2671377973843,2001.484219242448,CRW,,,fit,33472.920647349354,74.40961142733175,1400.72144125614
3511.1917342151346,2027.9234877043064,CRW,,,fit,34125.34103689049,75.74202470310281,1413.3978409954068
3853.5285937105314,2054.546736849178,CRW,,,fit,34789.397455555285,77.05762727947359,1426.0742407346738
4229.242874389499,2081.3550342793806,CRW,,,fit,35465.28686343518,78.35656324061173,1438.7506404739413
4641.588833612782,2108.3494532729233,CRW,,,fit,36153.20944148183,79.63897559716473,1451.4270402132086
5094.138014816381,2135.531072812168,CRW,,,fit,36853.36864290366,80.90500629369458,1464.1034399524742
5590.8101825122285,2162.9009776126254,CRW,,,fit,37565.97124536802,82.15479621606269,1476.7798396917424
6135.907273413176,2190.4602581518766,CRW,,,fit,38291.22740402101,83.38848519876666,1489.45623943101
6734.150657750828,2218.210010698656,CRW,,,fit,39029.35070533756,84.60621203222746,1502.1326391702764
7390.7220335257825,2246.151337342064,CRW,,,fit,39780.55822181444,85.8081144700292,1514.809038909543
8111.308307896872,2274.285346020924,CRW,,,fit,40545.07056752044,86.99432923611074,1527.4854386488107
8902.150854450392,2302.613150553283,CRW,,,fit,41323.11195451487,88.16499203190924,1540.1618383880775
9770.099572992256,2331.1358706660585,CRW,,,fit,42114.9102501495,89.32023754345671,1552.838238127344
10722.672220103253,2359.8546320248347,CRW,,,fit,42920.69703526726,90.4601994484297,1565.5146378666127
11768.119524349991,2388.7705662637836,CRW,,,fit,43740.70766331028,91.58501042315145,1578.1910376058786
12915.496650148827,2417.884811015751,CRW,,,fit,44575.181320353426,92.69480214954876,1590.8674373451465
14174.741629268077,2447.198509942493,CRW,,,fit,45424.36108607585,93.78970532206162,1603.5438370844138
15556.761439304722,2476.712812765035,CRW,,,fit,46288.49399568539,94.86984965450766,1616.2202368236806
17073.526474706923,2506.4288752942043,CRW,,,fit,47167.83110281136,95.9353638869007,1628.896636562947
18738.174228603868,2536.347859461308,CRW,,,fit,48062.6275433798,96.98637579222432,1641.5730363022149
20565.123083486516,2566.4709333489304,CRW,,,fit,48973.1426004862,98.02301218316045,1654.2494360414819
22570.197196339213,2596.799271221925,CRW,,,fit,49899.63977028231,99.04539891877252,1666.9258357807482
24770.76355991714,2627.33405355853,CRW,,,fit,50842.38682889091,100.05366091114577,1679.6022355200162
27185.8824273294,2658.076467081637,CRW,,,fit,51801.6559003659,101.04792213198165,1692.2786352592818
29836.472402833402,2689.027704790227,CRW,,,fit,52777.72352571263,102.02830561914989,1704.95503499855
32745.491628777316,2720.188965990925,CRW,,,fit,53770.87073298601,102.99493348319606,1717.6314347378168
35938.13663804626,2751.561456329768,CRW,,,fit,54781.38310848203,103.94792691380621,1730.3078344770838
39442.06059437664,2783.146387824061,CRW,,,fit,55809.55086903955,104.88740618622917,1742.9842342163506
43287.612810830615,2814.9449788944207,CRW,,,fit,56855.66893547003,105.81349066765412,1755.6606339556186
47508.101621027934,2846.958454397001,CRW,,,fit,57920.03700713223,106.72629882354873,1768.3370336948853
52140.08287999695,2879.1880456558133,CRW,,,fit,59002.95963767006,107.62594822395252,1781.0134334341537
57223.676593502205,2911.6349904952544,CRW,,,fit,60104.746311929506,108.51255554972938,1793.6898331734196
62802.914418342596,2944.30053327278,CRW,,,fit,61225.7115240763,109.38623659877898,1806.3662329126876
68926.12104349709,2977.185924911715,CRW,,,fit,62366.174856928345,110.247106292206,1819.0426326519532
75646.3327554629,3010.2924229342652,CRW,,,fit,63526.461062526345,111.09527868044806,1831.7190323912207
83021.75681319753,3043.6212914946523,CRW,,,fit,64706.90014395735,111.93086694936434,1844.3954321304882
91116.27561154905,3077.1738014124207,CRW,,,fit,65907.82743845362,112.75398342628198,1857.0718318697539
100000.0,3110.951230205914,CRW,,,fit,67129.58370178503,113.56473958600246,1869.7482316090213
10.0,1653.1134696102224,CRW,,,fit,18678.410815289502,,1578.2276295653123
10.974987654930562,1620.4676198961104,CRW,,,fit,18228.249697712698,,1544.1656224646515
12.045035402587823,1587.5210939474916,CRW,,,fit,17786.845711741298,,1509.9395867754408
13.219411484660288,1554.3623829214866,CRW,,,fit,17354.13292371002,,1475.6347999545294
14.508287784959395,1521.0728237810945,CRW,,,fit,16930.039439116044,,1441.3291263319843
15.922827933410922,1487.7270553308094,CRW,,,fit,16514.48789542273,,1407.0935148173937
17.47528400007684,1454.3934480679372,CRW,,,fit,16107.395927849753,,1372.9924666774564
19.179102616724887,1421.1345092667616,CRW,,,fit,15708.676609429842,,1339.0844750773335
21.049041445120206,1388.007264638857,CRW,,,fit,15318.238866557927,,1305.4224379861457
23.101297000831604,1355.063617842798,CRW,,,fit,14935.987871202527,,1272.0540459598835
25.353644939701113,1322.3506890499302,CRW,,,fit,14561.825410898762,,1239.0221462324394
27.825594022071243,1289.9111337097681,CRW,,,fit,14195.65023759238,,1206.3650844673475
30.538555088334157,1257.7834425986448,CRW,,,fit,13837.358396356642,3.3574921956965125,1174.117025448784
33.516026509388425,1226.002224178309,CRW,,,fit,13486.843534958536,7.317121251557423,1142.3082539202744
36.783797718286344,1194.5984702372898,CRW,,,fit,13143.997195207725,10.851266417460767,1110.9654567133111
40.37017258596554,1163.5998057365066,CRW,,,fit,12808.70908697887,13.993714423550944,1080.1119872451327
44.30621457583882,1133.0307237321094,CRW,,,fit,12480.867345759461,16.77587583709667,1049.768113405572
48.62601580065353,1102.9128062023324,CRW,,,fit,12160.358774535627,19.226941503077526,1019.9512497965338
53.3669923120631,1073.264931561449,CRW,,,fit,11847.069070793095,21.37402910422397,990.6761752344025
58.570208180566674,1044.1034696023717,CRW,,,fit,11540.883039374514,23.242320446966804,961.9552363752472
64.28073117284322,1015.4424645700929,CRW,,,fit,11241.684791901365,24.855190043298222,933.7985382749953
70.54802310718645,987.2938070307858,CRW,,,fit,10949.35793343617,26.23432552424879,906.2141226515485
77.4263682681127,959.6673951659699,CRW,,,fit,10663.785737030375,27.399840388416557,879.2081345731269
84.97534359086447,932.5712860875384,CRW,,,fit,10384.851306773877,28.370379558630805,852.7849782566539
93.26033468832199,906.0118377375893,CRW,,,fit,10112.43772993318,29.16321819127641,826.9474626217586
102.35310218990269,879.993841906753,CRW,,,fit,9846.428218739833,29.794354155945534,801.6969372098193
112.33240329780277,854.5206488760844,CRW,,,fit,9586.706242363216,30.278594577818016,777.0334190431529
123.28467394420659,829.5942841603992,CRW,,,fit,9333.155649578694,30.629636811409526,752.955710967174
135.30477745798075,805.2155578051606,CRW,,,fit,9085.660782617251,30.860144191976843,729.4615119876586
148.4968262254465,781.3841666646414,CRW,,,fit,8844.106582661232,30.98181688985281,706.5475200863073
162.97508346206433,758.0987900658738,CRW,,,fit,8608.37868742831,31.00545817321708,684.209527970414
178.8649529057435,735.3571792410017,CRW,,,fit,8378.363521265961,30.94103636622338,662.4425121865581
196.30406500402725,713.1562408898388,CRW,,,fit,8153.948378158218,30.797742771927606,641.2407160037335
215.44346900318845,691.4921152146946,CRW,,,fit,7935.021498028401,30.584045813028716,620.5977264482136
236.4489412645407,670.3602487508937,CRW,,,fit,7721.4721367025995,30.307741627986246,600.5065458505396
259.5024211399737,649.7554622986651,CRW,,,fit,7513.190629882064,29.976001345553506,580.9596582443625
284.8035868435802,629.672014245346,CRW,,,fit,7310.06845145603,29.595415247112822,561.9490909373148
312.5715849688235,610.1036595509152,CRW,,,fit,7111.998266470329,29.172034013364254,543.4664715556231
343.04692863149194,591.0437046548519,CRW,,,fit,6918.873979052562,28.711407239855774,525.503080846708
376.49358067924715,572.4850585480257,CRW,,,fit,6730.5907755799535,28.21861939450453,508.04990150754594
413.20124001153386,554.4202802398358,CRW,,,fit,6547.04516336214,27.698323379602115,491.09766329098284
453.4878508128582,536.8416228380148,CRW,,,fit,6368.13500509814,27.15477185078261,474.6368846274628
497.7023564332114,519.741074446408,CRW,,,fit,6193.75954935415,26.59184643602147,458.6579109857625
546.2277217684342,503.11039607455825,CRW,,,fit,6023.819457296615,26.013084988890643,443.15095018317277
599.4842503189409,486.94115674207046,CRW,,,fit,5858.2168259038135,25.421707001986935,428.1061048431853
657.9332246575682,471.22476595045515,CRW,,,fit,5696.855207867971,24.820637298645014,413.5134021870465
722.0809018385471,455.9525036854005,CRW,,,fit,5539.639628389656,24.212528113713145,399.36282133447514
792.4828983539178,441.1155481032388,CRW,,,fit,5386.476599055916,23.59977966728135,385.6443182784366
869.7490026177834,426.70500104661403,CRW,,,fit,5237.274128984427,22.98455932878131,372.34784868899493
954.5484566618347,412.71191152615876,CRW,,,fit,5091.941733406544,22.368819462799603,359.46338869200946
1047.615752789665,399.12729729713203,CRW,,,fit,4950.390439853442,21.754314042239105,346.9809537596432
1149.7569953977368,385.94216465262326,CRW,,,fit,4812.532792101393,21.14261410910249,334.8906158414126
1261.856883066021,373.14752654791823,CRW,,,fit,4678.282852024105,20.53512215813951,323.1825188566855
1384.886371393873,360.7344191640267,CRW,,,fit,4547.556199492623,19.93308551387335,311.84689266219146
1519.9110829529347,348.6939170121168,CRW,,,fit,4420.269930455865,19.337608767085026,300.8740656011631
1668.100537200059,337.0171466746965,CRW,,,fit,4296.342653328347,18.749665332669146,290.25447573419007
1830.7382802953698,325.69529927378676,CRW,,,fit,4175.694483804591,18.17010818686438,279.9786808456932
2009.2330025650479,314.71964175106245,CRW,,,fit,4058.2470382138913,17.599679838192436,270.03736731412437
2205.1307399030457,304.08152703992783,CRW,,,fit,3943.923425522757,17.03902158299444,260.4213579285039
2420.1282647943835,293.7724032047875,CRW,,,fit,3832.6482380870066,16.488682093221183,251.12161872875632
2656.0877829466867,283.78382161831144,CRW,,,fit,3724.347541249713,15.94912538110089,242.12926494243794
2915.0530628251786,274.10744424327106,CRW,,,fit,3618.9488618762907,15.420738182461408,233.43556608586005
3199.2671377973843,264.73505008155587,CRW,,,fit,3516.381175912918,14.903836797814362,225.0319502933096
3511.1917342151346,255.6585408492116,CRW,,,fit,3416.5748950498655,14.398673427803013,216.91000793399076
3853.5285937105314,246.86994593279178,CRW,,,fit,3319.461852566722,13.905442037266985,209.0614945724981
4229.242874389499,238.36142667896297,CRW,,,fit,3224.9752884323907,13.424283779972255,201.47833332502148
4641.588833612782,230.12528006613908,CRW,,,fit,3133.0498337285403,12.955292013988917,194.15261666009485
5094.138014816381,222.15394180393048,CRW,,,fit,3043.6214944613666,12.49851693576076,187.07660768951843
5590.8101825122285,214.43998890337113,CRW,,,fit,2956.6276348228403,12.053969859093785,180.2427409920765
6135.907273413176,206.97614175823412,CRW,,,fit,2872.0069599590925,11.621627163587162,173.6436230098529
6734.150657750828,199.75526577522248,CRW,,,fit,2789.69949830026,11.201433935433059,167.27203205429808
7390.7220335257825,192.7703725884705,CRW,,,fit,2709.646583502979,10.793307322015508,161.1209179567015
8111.308307896872,186.01462089153765,CRW,,,fit,2631.790836053586,10.397139620334704,155.1834013953824
8902.150854450392,179.4813169179882,CRW,,,fit,2556.0761445773437,10.012801117969467,149.4527729297064
9770.099572992256,173.16391459965726,CRW,,,fit,2482.4476468962052,9.640142704058567,143.9224917689727
10722.672220103253,167.05601542982862,CRW,,,fit,2410.851710874979,9.278998266627447,138.58618430226292
11768.119524349991,161.15136805679603,CRW,,,fit,2341.2359150934826,8.929186891506541,133.43764241352935
12915.496650148827,155.44386763160733,CRW,,,fit,2273.549029379669,8.590514877074272,128.47082160447732
14174.741629268077,149.92755493223663,CRW,,,fit,2207.740995236701,8.262777578110551,123.67983894619847
15556.761439304722,144.59661528495047,CRW,,,fit,2143.7629061947277,7.945761091158223,119.05897087899926
17073.526474706923,139.4453773022425,CRW,,,fit,2081.566988116115,7.639243792958797,114.60265087845168
